STRNBR,addr:street,APN,STRDIRECT,STRNAME,STRAPART,STRFRACT,BLDSQFTTAXABLE,@lat,@lon,Total Taxable Value
1544,Olympus Avenue,060 248303500,nan,OLYMPUS AVE,nan,nan,1067,37.8816802,-122.2501208,645698.0
1421,Harmon Street,052 153700600,nan,HARMON ST,nan,nan,2526,37.848896,-122.2787674,564244.0
3025,Dana Street,052 157403200,nan,DANA ST,nan,nan,2547,37.8543964,-122.2583494,336328.0
861,Arlington Avenue,061 257804500,nan,ARLINGTON AVE,nan,nan,3510,37.8423139,-122.2728557,1172936.0
1372,Grizzly Peak Boulevard,060 248701800,nan,GRIZZLY PEAK BLVD,nan,nan,1370,37.8854841,-122.2493262,774940.0
1739,Dwight Way,055 190601900,nan,DWIGHT WAY,nan,nan,701,37.8631592,-122.2749654,371314.0
1963,Yosemite Road,062 292002800,nan,YOSEMITE RD,nan,nan,3257,37.8958983,-122.2762905,164159.0
2930,California Street,053 161000300,nan,CALIFORNIA ST,nan,nan,1737,37.8545555,-122.2773352,984266.0
1414,Martin Luther King Jr Way,059 227000600,nan,M L KING JR WAY,nan,nan,2519,37.8808319,-122.2742578,1040620.0
1805,Cedar Street,059 227201800,nan,CEDAR ST,nan,nan,1890,37.8777731,-122.2756167,290501.0
1739,Oxford Street,058 218103100,nan,OXFORD ST,nan,nan,7548,37.8761356,-122.266306,761834.0
2442,West Street,056 192001200,nan,WEST ST,nan,nan,1661,37.8627104,-122.2850574,954857.0
1643,Derby Street,054 180300501,nan,DERBY ST,nan,nan,1576,37.8594368,-122.2760123,165503.0
1510,Ward Street,054 173303600,nan,WARD ST,A,nan,969,37.8576821,-122.2794244,347673.0
1133,Keith Avenue,063 298606000,nan,KEITH AVE,nan,nan,1426,37.8888349,-122.2601462,736111.0
907,Keeler Avenue,063 296404200,nan,KEELER AVE,nan,nan,2590,37.8963726,-122.2621841,919421.0
1211,Bancroft Way,056 198702100,nan,BANCROFT WAY,nan,nan,1066,37.8651664,-122.2880712,317363.0
1217,Channing Way,056 192501700,nan,CHANNING WAY,nan,nan,926,37.8633837,-122.2875734,562160.0
3104,Mabel Street,052 151501800,nan,MABEL ST,nan,nan,1904,37.8508116,-122.2834223,602938.0
47,Poplar Street,063 295603201,nan,POPLAR ST,nan,nan,2436,37.8972721,-122.2674219,946568.0
2149,Stuart Street,054 172004400,nan,STUART ST,COM,nan,0,37.8590281,-122.2648184,0.0
809,Indian Rock Avenue,061 258304900,nan,INDIAN ROCK AVE,nan,nan,2290,37.8927226,-122.2691826,347584.0
3112,Harper Street,052 154900800,nan,HARPER ST,nan,nan,704,37.8518403,-122.2721159,112107.0
966,Keeler Avenue,063 297001100,nan,KEELER AVE,nan,nan,2110,37.8948048,-122.2617728,105887.0
3232,Baker Street,052 153803200,nan,BAKER ST,nan,nan,1123,37.8489191,-122.2800652,90627.0
1545,Parker Street,054 180000400,nan,PARKER ST,nan,nan,1413,37.8609296,-122.2786674,660244.0
1092,Miller Avenue,063 297802600,nan,MILLER AVE,nan,nan,2786,37.8918612,-122.2573189,568148.0
43,Parkside Drive,064 424601200,nan,PARKSIDE DR,nan,nan,2605,37.8542855,-122.2461876,142286.0
759,Grizzly Peak Boulevard,063 296503900,nan,GRIZZLY PEAK BLVD,nan,nan,2518,37.8987503,-122.2632038,545045.0
2700,Benvenue Avenue,054 171000400,nan,BENVENUE AVE,nan,nan,3985,37.8615777,-122.255035,150338.0
51,Parkside Drive,064 424601000,nan,PARKSIDE DR,nan,nan,2107,37.8542446,-122.2458642,757688.0
1004,Cragmont Avenue,063 297401100,nan,CRAGMONT AVE,nan,nan,1663,37.8907762,-122.2661595,962127.0
1109,High Court,061 255100103,nan,HIGH CT,nan,nan,2774,37.8889841,-122.2642121,1222851.0
1314,Haskell Street,052 151603400,nan,HASKELL ST,A,nan,935,37.8510706,-122.2824344,284600.0
24,The Plaza Drive,064 424601900,nan,THE PLAZA DR,nan,nan,3478,37.8546986,-122.245543,2726696.0
2720,Alcatraz Avenue,052 156318100,nan,ALCATRAZ AVE,nan,nan,2583,37.8513649,-122.2514238,1928896.0
2015,Yolo Avenue,061 256502300,nan,YOLO AVE,nan,nan,1079,37.8862085,-122.2722644,253330.0
2940,Piedmont Avenue,052 156703801,nan,PIEDMONT AVE,nan,nan,3286,37.8571158,-122.2508964,2677453.0
2605,Durant Avenue,055 187101100,nan,DURANT AVE,nan,nan,6759,37.8683752,-122.256411,708141.0
1788,San Lorenzo Avenue,062 288302500,nan,SAN LORENZO AVE,nan,nan,3249,37.8938283,-122.2820286,534325.0
1290,Sixth Street,060 235903000,nan,SIXTH ST,nan,nan,1932,37.8794771,-122.301587,197647.0
2715,Dwight Way,055 186701000,nan,DWIGHT WAY,nan,nan,19922,37.8660317,-122.2530045,1504282.0
2601,College Avenue,055 184804700,nan,COLLEGE AVE,208,nan,740,37.8637009,-122.2533179,502912.0
2331,Fifth Street,056 194202100,nan,FIFTH ST,nan,nan,4000,37.8622586,-122.2967273,115944.0
2915,Stanton Street,053 161802300,nan,STANTON ST,nan,nan,3136,37.8542192,-122.2799664,1220984.0
550,The Alameda,062 290700500,nan,THE ALAMEDA,nan,nan,1898,37.8991949,-122.2815513,133865.0
2,Del Mar Avenue,060 247602400,nan,DEL MAR AVE,nan,nan,1141,37.8833027,-122.255037,176404.0
3103,College Avenue,052 156309700,nan,COLLEGE AVE,nan,nan,2084,37.8536544,-122.2524964,929867.0
2029,Hearst Avenue,057 205000902,nan,HEARST AVE,nan,nan,2846,37.8739956,-122.2695729,271725.0
1216,Parker Street,054 178802100,nan,PARKER ST,nan,nan,1111,37.8595785,-122.2860936,642210.0
1119,Shattuck Avenue,061 256103300,nan,SHATTUCK AVE,nan,nan,2216,37.8873411,-122.2702218,108811.0
1631,Sacramento Street,058 215301800,nan,SACRAMENTO ST,nan,nan,1134,37.8754335,-122.2822443,733720.0
2845,Woolsey Street,052 156300600,nan,WOOLSEY ST,nan,nan,3159,37.854365,-122.2488555,497543.0
1611,Cedar Street,059 227800700,nan,CEDAR ST,nan,nan,1380,37.8772358,-122.2799033,62742.0
451,Vermont Avenue,062 294302600,nan,VERMONT AVE,nan,nan,1995,37.9022595,-122.2742818,1324154.0
1340,Ada Street,060 242305100,nan,ADA ST,nan,nan,1098,37.8781981,-122.2867289,104210.0
678,Colusa Avenue,062 287803500,nan,COLUSA AVE,nan,nan,1774,37.8948742,-122.2833802,134980.0
2829,Ninth Street,053 166003101,nan,NINTH ST,nan,nan,3295,37.8547027,-122.289644,416904.0
2526,Piedmont Avenue,055 185000600,nan,PIEDMONT AVE,nan,nan,4571,37.8648742,-122.2518242,765830.0
3041,Tremont Street,053 159401600,nan,TREMONT ST,nan,nan,1922,37.8534384,-122.2680506,457180.0
39,Roanoke Road,064 425200500,nan,ROANOKE RD,nan,nan,1010,37.8520988,-122.2417784,332435.0
1711,Blake Street,054 180701700,nan,BLAKE ST,nan,nan,3752,37.8621627,-122.2759534,872169.0
1319,Talbot Avenue,060 240002000,nan,TALBOT AVE,nan,nan,2312,37.8805016,-122.2919339,734279.0
2342,Grant Street,055 190501700,nan,GRANT ST,nan,nan,2272,37.8652898,-122.2749115,84112.0
1438,Martin Luther King Jr Way,059 227001500,nan,M L KING JR WAY,nan,nan,1370,37.8800019,-122.2745019,45301.0
1525,Parker Street,054 180001200,nan,PARKER ST,nan,nan,1097,37.8608158,-122.2795662,1156286.0
185,The Uplands,064 424403700,nan,THE UPLANDS,nan,nan,3945,37.8532993,-122.2414805,3300000.0
390,Vassar Avenue,062 294900700,nan,VASSAR AVE,nan,nan,3451,37.90426,-122.2730999,1697638.0
1126,Grizzly Peak Boulevard,063 297902302,nan,GRIZZLY PEAK BLVD,nan,nan,2818,37.8917379,-122.255562,519330.0
601,Vistamont Avenue,063 310010100,nan,VISTAMONT AVE,nan,nan,1190,37.9029425,-122.2645479,239001.0
2429,Seventh Street,056 193902900,nan,SEVENTH ST,nan,nan,1462,37.8609895,-122.2941067,107276.0
1730,Addison Street,056 201200100,nan,ADDISON ST,nan,nan,1702,37.8700067,-122.2760626,191833.0
1460,Euclid Avenue,059 225000601,nan,EUCLID AVE,nan,nan,3865,37.8819888,-122.2617887,947389.0
1822,Chestnut Street,057 208204200,nan,CHESTNUT ST,nan,nan,620,37.8712514,-122.2883638,195293.0
2019,Woolsey Street,052 155400800,nan,WOOLSEY ST,nan,nan,2060,37.8524652,-122.2670417,265241.0
2071,University Avenue,057 205300402,nan,UNIVERSITY AVE,nan,nan,4284,37.8723187,-122.2689613,649775.0
805,Jones Street,059 232601200,nan,JONES ST,nan,nan,1323,37.8753282,-122.3009317,278533.0
1140,Delaware Street,057 208606100,nan,DELAWARE ST,COM,nan,0,37.871711,-122.2909509,0.0
539,Cragmont Avenue,063 295303500,nan,CRAGMONT AVE,nan,nan,1446,37.9021922,-122.2684217,435151.0
1917,Seventh Street,057 209302900,nan,SEVENTH ST,nan,nan,1349,37.8689086,-122.296679,260222.0
851,Grizzly Peak Boulevard,063 296702001,nan,GRIZZLY PEAK BLVD,nan,nan,1641,37.8976057,-122.2616364,1030127.0
1077,Park Hills Road,063 314005200,nan,PARK HILLS RD,nan,nan,2347,37.8924709,-122.2539106,638941.0
55,El Camino Real,064 424300203,nan,EL CAMINO REAL,nan,nan,3884,37.8559402,-122.2419171,689338.0
2913,Acton Street,053 161902300,nan,ACTON ST,nan,nan,1558,37.8541051,-122.2813264,1185144.0
1931,Parker Street,055 181600700,nan,PARKER ST,nan,nan,2263,37.8619966,-122.2701747,307207.0
2739,Derby Street,055 184901700,nan,DERBY ST,nan,nan,2530,37.8624238,-122.2518,488987.0
2748,San Pablo Avenue,054 174408300,nan,SAN PABLO AVE,nan,nan,2303,37.8563422,-122.2885342,1060878.0
3112,Ellis Street,052 154602100,nan,ELLIS ST,COM,nan,0,37.8517245,-122.2733987,0.0
1535,Hearst Avenue,057 206700902,nan,HEARST AVE,nan,nan,1711,37.8725362,-122.2807142,203895.0
110,The Uplands,064 425102800,nan,THE UPLANDS,nan,nan,2587,37.8538144,-122.2436158,2291930.0
1373,Francisco Street,058 214301100,nan,FRANCISCO ST,nan,nan,1032,37.8737914,-122.2852732,705984.0
2643,Piedmont Avenue,055 185201500,nan,PIEDMONT AVE,nan,nan,3356,37.8625225,-122.2510381,113027.0
1313,Ashby Avenue,053 162302100,nan,ASHBY AVE,nan,nan,1409,37.8530437,-122.2832491,306240.0
1506,Chestnut Street,059 229200500,nan,CHESTNUT ST,nan,nan,1138,37.8763682,-122.2891673,305911.0
1527,Lincoln Street,058 215401100,nan,LINCOLN ST,nan,nan,1656,37.8761787,-122.2812764,294853.0
929,Oxford Street,061 258805100,nan,OXFORD ST,nan,nan,3739,37.8914719,-122.2687756,119603.0
1365,Miramonte Court,060 243202601,nan,MIRAMONTE CT,nan,nan,1880,37.8798307,-122.2817964,349088.0
1427,Holly Street,059 228401500,nan,HOLLY ST,nan,nan,1055,37.8784128,-122.2815055,1393000.0
2129,Spaulding Avenue,056 200202700,nan,SPAULDING AVE,nan,nan,1543,37.8684299,-122.2804585,496954.0
1205,Blake Street,054 178201400,nan,BLAKE ST,nan,nan,1020,37.8607275,-122.286919,263301.0
1017,Virginia Street,058 212502200,nan,VIRGINIA ST,nan,nan,900,37.8732574,-122.2953536,64869.0
2093,Bonar Street,056 198101100,nan,BONAR ST,nan,nan,1631,37.8688948,-122.2871699,329478.0
1036,Page Street,059 233000500,nan,PAGE ST,nan,nan,754,37.8770946,-122.2963167,88734.0
1842,Tacoma Avenue,062 288703200,nan,TACOMA AVE,nan,nan,2089,37.8937179,-122.2790347,110275.0
1627,Channing Way,055 190902400,nan,CHANNING WAY,nan,nan,1107,37.8646564,-122.2778056,797334.0
1406,Euclid Avenue,059 224905200,nan,EUCLID AVE,4,nan,1189,37.882789,-122.2618056,915000.0
2420,Hillside Avenue,055 185600300,nan,HILLSIDE AVE,nan,nan,1788,37.8671143,-122.2491481,942644.0
1027,Colusa Avenue,061 261001900,nan,COLUSA AVE,nan,nan,1243,37.8881842,-122.2783462,739452.0
1230,Walnut Street,060 245503200,nan,WALNUT ST,nan,nan,2448,37.8850758,-122.2690248,936610.0
10,Virginia Gardens,058 213901603,nan,VIRGINIA GARDENS,nan,nan,2037,37.8750631,-122.2865454,691101.0
977,Overlook Road,063 313003502,nan,OVERLOOK RD,nan,nan,3367,37.8960587,-122.2573634,861834.0
1721,Blake Street,054 180701300,nan,BLAKE ST,nan,nan,1812,37.8622368,-122.2753808,1654048.0
2910,Fulton Street,052 158200700,nan,FULTON ST,nan,nan,5810,37.8566361,-122.2640078,242089.0
2953,Linden Avenue,052 156510300,nan,LINDEN AVE,nan,nan,2190,37.8567798,-122.2494906,1307957.0
1069,Mariposa Avenue,061 256002200,nan,MARIPOSA AVE,nan,nan,4235,37.8875516,-122.2712168,2769102.0
2327,Webster Street,052 157700702,nan,WEBSTER ST,nan,nan,2060,37.8552037,-122.2610275,71350.0
1023,Keith Avenue,063 297404303,nan,KEITH AVE,nan,nan,2112,37.8898899,-122.265634,167267.0
484,Vermont Avenue,062 294202300,nan,VERMONT AVE,nan,nan,2094,37.9014195,-122.2738483,228383.0
89,Parkside Drive,064 424502100,nan,PARKSIDE DR,nan,nan,3484,37.8544245,-122.2442662,487205.0
1220,Peralta Avenue,060 241701000,nan,PERALTA AVE,nan,nan,947,37.8818262,-122.2876697,1111395.0
2131,Sixth Street,056 196501700,nan,SIXTH ST,nan,nan,3211,37.8654664,-122.2965746,885289.0
1035,Keith Avenue,063 297404100,nan,KEITH AVE,nan,nan,1814,37.8894813,-122.2652705,155443.0
1606,Curtis Street,059 229001900,nan,CURTIS ST,nan,nan,1228,37.8753217,-122.2906599,916721.0
3155,Sacramento Street,052 154401403,nan,SACRAMENTO ST,nan,nan,2217,37.8499886,-122.2777932,332810.0
1114,Milvia Street,061 256800300,nan,MILVIA ST,nan,nan,2006,37.8861448,-122.2733533,343823.0
807,The Alameda,061 257506300,nan,THE ALAMEDA,nan,nan,2807,37.8940823,-122.2767408,281822.0
2809,Mathews Street,053 166402300,nan,MATHEWS ST,nan,nan,2382,37.8547803,-122.2853938,499644.0
1509,Virginia Street,058 215303700,nan,VIRGINIA ST,COM,nan,0,37.8751355,-122.2818761,0.0
1706,Jaynes Street,059 227600200,nan,JAYNES ST,nan,nan,889,37.8779745,-122.2783634,998611.0
1420,Grant Street,059 227403700,nan,GRANT ST,COM,nan,0,37.8803319,-122.2765339,0.0
2501,Prince Street,052 157407200,nan,PRINCE ST,nan,nan,3689,37.8542317,-122.2561697,1139578.0
200,Marina Boulevard,060 254500100,nan,MARINA BLVD,nan,nan,351808,37.8683312,-122.314346,0.0
3027,Ellis Street,053 160202500,nan,ELLIS ST,nan,nan,1062,37.8529965,-122.2728508,38732.0
1575,Solano Avenue,062 287202300,nan,SOLANO AVE,nan,nan,1500,37.8912447,-122.2851616,533773.0
1287,Berkeley Way,057 208101100,nan,BERKELEY WAY,nan,nan,1081,37.8707196,-122.2869333,48925.0
2309,Oregon Street,053 168901700,nan,OREGON ST,nan,nan,1324,37.8585475,-122.2613142,364060.0
1316,Josephine Street,060 244501600,nan,JOSEPHINE ST,nan,nan,2864,37.8824019,-122.2755848,168890.0
2759,Wallace Street,054 174205800,nan,WALLACE ST,nan,nan,1560,37.855575,-122.2864719,980048.0
1918,Stuart Street,053 168002700,nan,STUART ST,nan,nan,1978,37.8578717,-122.2704868,75653.0
2631,College Avenue,055 184802100,nan,COLLEGE AVE,nan,nan,2885,37.8628251,-122.2533182,426470.0
1515,Oxford Street,059 225603300,nan,OXFORD ST,1D,nan,2314,37.879962,-122.266788,1141387.0
1474,Rose Street,059 228606200,nan,ROSE ST,nan,nan,1598,37.8781436,-122.2845722,1010205.0
1936,Delaware Street,057 205600200,nan,DELAWARE ST,nan,nan,2587,37.8742094,-122.2716432,1536535.0
1330,Sacramento Street,060 243003201,nan,SACRAMENTO ST,nan,nan,18463,37.8805658,-122.2835222,4120649.0
99,El Camino Real,064 424301600,nan,EL CAMINO REAL,nan,nan,2829,37.8546079,-122.2406625,837950.0
144,Bret Harte Road,063 298500602,nan,BRET HARTE RD,nan,nan,2397,37.889795,-122.2596284,1334772.0
1555,Portland Avenue,062 286801800,nan,PORTLAND AVE,nan,nan,1222,37.8949077,-122.286298,389913.0
714,Hilldale Avenue,063 295502700,nan,HILLDALE AVE,nan,nan,2663,37.8982661,-122.2659415,1204056.0
3000,Dohr Street,053 161600200,nan,DOHR ST,nan,nan,1555,37.8530896,-122.280716,803836.0
1801,University Avenue,057 206004800,nan,UNIVERSITY AVE,210,nan,1517,37.8715389,-122.2751831,555150.0
3036,Harper Street,053 160201400,nan,HARPER ST,nan,nan,1413,37.8527737,-122.2722859,297981.0
1815,Virginia Street,058 216501900,nan,VIRGINIA ST,nan,nan,2168,37.8759931,-122.2751581,526602.0
3037,San Pablo Avenue,053 162602900,nan,SAN PABLO AVE,nan,nan,4619,37.8509543,-122.2858421,167406.0
1134,Addison Street,056 198500201,nan,ADDISON ST,nan,nan,2463,37.8681895,-122.2900382,195941.0
1631,Francisco Street,058 215700600,nan,FRANCISCO ST,nan,nan,1815,37.8746334,-122.278663,349388.0
546,The Alameda,062 290700400,nan,THE ALAMEDA,nan,nan,1906,37.8993191,-122.2815716,217195.0
1516,Carleton Street,054 180202000,nan,CARLETON ST,nan,nan,0,37.8595014,-122.2796072,566808.0
2703,Mabel Street,054 173902200,nan,MABEL ST,nan,nan,1432,37.8579411,-122.2844997,610664.0
1360,Ada Street,060 242305400,nan,ADA ST,nan,nan,1519,37.8783042,-122.2863841,101942.0
1155,Walnut Street,061 255803600,nan,WALNUT ST,nan,nan,3528,37.8863025,-122.2686174,151871.0
3234,California Street,052 152000200,nan,CALIFORNIA ST,nan,nan,1552,37.848665,-122.2762055,46207.0
1103,Cragmont Avenue,063 297603500,nan,CRAGMONT AVE,nan,nan,2232,37.8904708,-122.2606193,96266.0
1615,Arch Street,058 218601200,nan,ARCH ST,nan,nan,2966,37.8786565,-122.2641564,383667.0
2420,Spaulding Avenue,055 191401000,nan,SPAULDING AVE,nan,nan,1866,37.8632307,-122.2804714,747207.0
3034,Fulton Street,052 158401200,nan,FULTON ST,nan,nan,1666,37.8545061,-122.2635686,696215.0
2047,Los Angeles Avenue,061 258600900,nan,LOS ANGELES AVE,nan,nan,2850,37.8900798,-122.2700196,110309.0
2736,Prince Street,052 156304500,nan,PRINCE ST,nan,nan,2595,37.8547938,-122.251113,320785.0
2106,Russell Street,053 158900200,nan,RUSSELL ST,nan,nan,1121,37.8566641,-122.2662335,404544.0
1829,San Lorenzo Avenue,062 289000300,nan,SAN LORENZO AVE,nan,nan,2032,37.8947275,-122.2811376,626041.0
1351,Hopkins Street,060 242301000,nan,HOPKINS ST,nan,nan,2411,37.8795269,-122.2864718,365420.0
35,Hillcrest Road,064 424701700,nan,HILLCREST RD,nan,nan,3014,37.8527773,-122.2477626,2215703.0
3024,Harper Street,053 160201000,nan,HARPER ST,nan,nan,2044,37.8531398,-122.2722951,43489.0
60,Oak Ridge Road,064 424300201,nan,OAK RIDGE RD,nan,nan,3723,37.8559781,-122.2416238,1528920.0
442,Vermont Avenue,062 294201500,nan,VERMONT AVE,nan,nan,3300,37.9021793,-122.2748393,349548.0
1140,Shattuck Avenue,061 256001000,nan,SHATTUCK AVE,nan,nan,3637,37.8871535,-122.2706559,1637663.0
847,Indian Rock Avenue,061 258304000,nan,INDIAN ROCK AVE,nan,nan,1854,37.8929821,-122.2705149,84034.0
1514,Chestnut Street,059 229200600,nan,CHESTNUT ST,nan,nan,778,37.8762492,-122.289117,32616.0
19,Hillside Court,055 185304800,nan,HILLSIDE CT,nan,nan,4223,37.8679019,-122.2490155,692515.0
1311,Martin Luther King Jr Way,060 244802702,nan,M L KING JR WAY,nan,nan,8615,37.8828636,-122.273963,595023.0
927,Grayson Street,054 174602600,nan,GRAYSON ST,nan,nan,2937,37.8556969,-122.2912901,1997222.0
1291,Grizzly Peak Boulevard,060 249402800,nan,GRIZZLY PEAK BLVD,nan,nan,1430,37.8874709,-122.2512373,952893.0
2701,Virginia Street,058 220801700,nan,VIRGINIA ST,nan,nan,2297,37.8784506,-122.2568737,67444.0
2405,Edwards Street,056 191907100,nan,EDWARDS ST,nan,nan,1100,37.8636746,-122.2820842,42357.0
2341,Acton Street,056 191602500,nan,ACTON ST,nan,nan,3130,37.8642048,-122.2831156,279565.0
1578,Milvia Street,059 226701100,nan,MILVIA ST,nan,nan,1595,37.8785481,-122.2717203,444566.0
619,Colusa Avenue,062 289101901,nan,COLUSA AVE,nan,nan,1914,37.8962446,-122.2845276,420807.0
2600,Grant Street,054 180900100,nan,GRANT ST,nan,nan,3095,37.8611008,-122.2741171,837266.0
1347,Sacramento Street,060 243401100,nan,SACRAMENTO ST,nan,nan,1728,37.8803061,-122.2829517,396117.0
3001,Dohr Street,053 161500100,nan,DOHR ST,nan,nan,1234,37.853091,-122.2802434,110631.0
2707,Walker Street,054 171903100,nan,WALKER ST,nan,nan,1528,37.8599918,-122.2658898,496128.0
2116,Carleton Street,055 182602400,nan,CARLETON ST,nan,nan,1625,37.8612076,-122.2659723,59797.0
822,Indian Rock Avenue,061 258102400,nan,INDIAN ROCK AVE,nan,nan,2829,37.8931493,-122.2696478,474894.0
2808,Adeline Street,053 168101500,nan,ADELINE ST,3,nan,1236,37.8579693,-122.2684014,835680.0
2535,Etna Street,055 185001500,nan,ETNA ST,nan,nan,2054,37.8644619,-122.2523806,105099.0
1540,Le Roy Avenue,058 224603200,nan,LE ROY AVE,nan,nan,4001,37.880408,-122.2605119,804950.0
1818,Milvia Street,057 205600600,nan,MILVIA ST,nan,nan,2456,37.8740887,-122.2711695,943755.0
1007,Overlook Road,063 313006700,nan,OVERLOOK RD,nan,nan,2105,37.8946217,-122.2567906,1339727.0
3023,Deakin Street,052 157701500,nan,DEAKIN ST,nan,nan,2049,37.8551329,-122.2621041,72704.0
1720,Thousand Oaks Boulevard,062 289200900,nan,THOUSAND OAKS BLVD,nan,nan,1432,37.897191,-122.283109,930118.0
854,The Alameda,061 260203000,nan,THE ALAMEDA,nan,nan,2291,37.8921185,-122.2775707,892994.0
2606,Shasta Road,060 247400102,nan,SHASTA RD,nan,nan,2656,37.8834904,-122.2594687,883491.0
2128,Oxford Street,057 203100101,nan,OXFORD ST,nan,nan,7413,37.87041,-122.266079,2266967.0
1517,Parker Street,054 180001400,nan,PARKER ST,nan,nan,1972,37.8608263,-122.2798246,198401.0
935,Modoc Street,061 261201300,nan,MODOC ST,nan,nan,1843,37.8900994,-122.2797342,964600.0
762,Grizzly Peak Boulevard,063 296400900,nan,GRIZZLY PEAK BLVD,nan,nan,1866,37.8983261,-122.2635205,1314082.0
1515,Oxford Street,059 225603100,nan,OXFORD ST,2B,nan,2314,37.8799598,-122.2666774,999269.0
1230,Grizzly Peak Boulevard,063 299300701,nan,GRIZZLY PEAK BLVD,nan,nan,3280,37.8890189,-122.2520983,1916841.0
2728,Garber Street,053 169902600,nan,GARBER ST,nan,nan,1502,37.8605659,-122.2519814,237978.0
554,Woodmont Avenue,063 310001502,nan,WOODMONT AVE,nan,nan,1322,37.902823,-122.2671183,979032.0
1369,Tomlee Drive,059 228603000,nan,TOMLEE DR,nan,nan,1612,37.8774282,-122.2856288,76106.0
1818,Capistrano Avenue,062 288502500,nan,CAPISTRANO AVE,nan,nan,2153,37.8938447,-122.2803968,97172.0
663,Grizzly Peak Boulevard,063 296505500,nan,GRIZZLY PEAK BLVD,nan,nan,2202,37.89999,-122.2654171,519924.0
957,Hilldale Avenue,063 297606500,nan,HILLDALE AVE,nan,nan,2054,37.8934989,-122.2627027,1138057.0
2800,Shasta Road,063 299101000,nan,SHASTA RD,nan,nan,1011,37.8879456,-122.2562945,624513.0
1359,Queens Road,060 248505700,nan,QUEENS RD,nan,nan,1600,37.8855705,-122.2518744,161105.0
1324,Stannage Avenue,060 240301000,nan,STANNAGE AVE,nan,nan,950,37.8797972,-122.2940876,269375.0
1340,Parker Street,054 179103300,nan,PARKER ST,nan,nan,2262,37.8599247,-122.2832738,56400.0
2029,Channing Way,055 189503200,nan,CHANNING WAY,1D,nan,794,37.8659024,-122.2685753,409415.0
963,Jones Street,059 232901600,nan,JONES ST,nan,nan,826,37.8759346,-122.2976302,37826.0
848,Euclid Avenue,063 296101800,nan,EUCLID AVE,nan,nan,5076,37.8952236,-122.2659244,442526.0
2239,Oregon Street,053 168800800,nan,OREGON ST,nan,nan,1381,37.8584006,-122.2624336,418372.0
786,Euclid Avenue,063 296101000,nan,EUCLID AVE,nan,nan,1888,37.8963634,-122.2660805,143606.0
2218,Ninth Street,056 197002500,nan,NINTH ST,COM,nan,0,37.8651159,-122.2937543,0.0
1208,Neilson Street,060 241200500,nan,NEILSON ST,nan,nan,2952,37.8826213,-122.2888857,878704.0
15,Poppy Lane,063 297700100,nan,POPPY LN,nan,nan,2158,37.8937038,-122.2621093,149490.0
2118,Seventh Street,056 196501000,nan,SEVENTH ST,nan,nan,2509,37.8661114,-122.2962147,128221.0
1281,Hearst Avenue,057 208001200,nan,HEARST AVE,nan,nan,2765,37.8714366,-122.2872747,56852.0
1411,Grant Street,059 227303300,nan,GRANT ST,nan,nan,1158,37.8807583,-122.2760346,136463.0
6621,Dover Street,052 155200900,nan,DOVER ST,nan,nan,1047,37.8515323,-122.2690938,232227.0
570,Neilson Street,062 286101000,nan,NEILSON ST,nan,nan,1101,37.897084,-122.2865715,784713.0
960,Euclid Avenue,063 297202100,nan,EUCLID AVE,nan,nan,999,37.8932466,-122.2652123,534566.0
1928,Hopkins Street,061 256802000,nan,HOPKINS ST,nan,nan,2276,37.8861275,-122.2737827,1394377.0
1125,Grizzly Peak Boulevard,063 314010500,nan,GRIZZLY PEAK BLVD,nan,nan,1642,37.8922453,-122.2551376,1545000.0
2015,Hearst Avenue,057 205001302,nan,HEARST AVE,nan,nan,5843,37.8738288,-122.2702328,2172065.0
1626,Le Roy Avenue,058 219600400,nan,LE ROY AVE,nan,nan,2385,37.8792536,-122.258864,146539.0
1333,Second Street,059 234500900,nan,SECOND ST,nan,nan,16858,37.8776596,-122.3046598,423120.0
2127,Haste Street,055 189100600,nan,HASTE ST,nan,nan,2910,37.8652331,-122.266043,155812.0
